tt_jd,utc,seconds_from_max,sun_alt_geom_deg,sun_alt_refr_deg,sun_az_deg,airmass_rel,airmass_abs,sep_arcsec,r_sun_arcsec,r_moon_arcsec,magnitude,obsc_geometric,obsc_flux_550nm,transmission,dni_extra,dni_clear_noeclipse,ghi_clear_noeclipse,dhi_clear_noeclipse,dni_eclipsed,ghi_eclipsed_firstorder
2461265.226772963,2026-08-12T17:25:24.0Z,-3875.8776292204857,16.53183273114777,16.58026869483976,275.4136205015618,3.4671492270885516,3.2212684428211866,2270.03843203163,946.6577618481745,981.1479140428364,0.0,0.0,0.0,1.0,1325.3598270676055,440.0283444671543,189.78532301075055,64.21957082511085,440.0283444671543,189.78532301075055
2461265.226784537,2026-08-12T17:25:25.0Z,-3874.8776346445084,16.52870966025337,16.5771549181108,275.4162754202027,3.4677671934965604,3.2218425847338823,2269.4751528402458,946.657761608476,981.146937569795,0.0,0.0,0.0,1.0,1325.3598263964352,439.95554484209646,189.73094960435654,64.2088871134179,439.95554484209646,189.73094960435654
2461265.2267961116,2026-08-12T17:25:26.0Z,-3873.877599835396,16.525586477411675,16.574041032976695,275.4189304203449,3.468385408889718,3.2224169579743784,2268.9118394945494,946.6577613687448,981.1459610491391,0.0,0.0,0.0,1.0,1325.3598257251729,439.8827279368358,189.67657574053365,64.19820145815257,439.8827279368358,189.67657574053365
2461265.2268076856,2026-08-12T17:25:27.0Z,-3872.8776052594185,16.522463433929776,16.57092728999804,275.42158528837615,3.469003823641388,3.2229915164354233,2268.3485373098647,946.6577611289991,981.1449845593343,0.0,0.0,0.0,1.0,1325.35982505387,439.809899607794,189.62220579576905,64.18751471877393,439.809899607794,189.62220579576905
2461265.2268192596,2026-08-12T17:25:28.0Z,-3871.877610683441,16.5193404041637,16.56781356390649,275.4242401311289,3.4696224627356638,3.223566283329307,2267.785223629632,946.6577608892295,981.144008061144,0.0,0.0,0.0,1.0,1325.3598243824997,439.7370569230866,189.5678375838926,64.1768264650725,439.7370569230866,189.5678375838926
2461265.2268308336,2026-08-12T17:25:29.0Z,-3870.877616107464,16.51621738811898,16.56469985470921,275.42689494862094,3.470241326289716,3.224141258764891,2267.2218984635097,946.6577606494359,981.1430315545807,0.0,0.0,0.0,1.0,1325.3598237110627,439.66419988004844,189.5134711062925,64.16613669670438,439.66419988004844,189.5134711062925
2461265.2268424076,2026-08-12T17:25:30.0Z,-3869.8776215314865,16.51309438580423,16.561586162416436,275.4295497408677,3.4708604144201756,3.2247164428505357,2266.658561790577,946.6577604096186,981.142055039746,0.0,0.0,0.0,1.0,1325.3598230395592,439.59132847608765,189.45910636441192,64.15544541333641,439.59132847608765,189.45910636441192
2461265.2268539816,2026-08-12T17:25:31.0Z,-3868.877626955509,16.50997139722595,16.5584724870363,275.43220450788624,3.4714797272441844,3.225291835695074,2266.09521362278,946.6577601697772,981.1410785163274,0.0,0.0,0.0,1.0,1325.3598223679887,439.5184427085622,189.40474335965675,64.14475261462783,439.5184427085622,189.40474335965675
2461265.2268655556,2026-08-12T17:25:32.0Z,-3867.877632379532,16.50684842238878,16.55535882857508,275.4348592496955,3.4720992648793194,3.2258674374077456,2265.5318539820837,946.6577599299125,981.1401019846722,0.0,0.0,0.0,1.0,1325.3598216963514,439.44554257478825,189.35038209340237,64.13405830023196,439.44554257478825,189.35038209340237
2461265.2268771296,2026-08-12T17:25:33.0Z,-3866.8776378035545,16.5037254613002,16.55224518704189,275.4375139663115,3.4727190274426887,3.2264432480973535,2264.9684828234763,946.657759690023,981.1391254445398,0.0,0.0,0.0,1.0,1325.3598210246466,439.3726280721474,189.2960225670728,64.12336246981114,439.3726280721474,189.2960225670728
2461265.226888704,2026-08-12T17:25:34.0Z,-3865.877602994442,16.50060238832132,16.549131437174616,275.4401687645573,3.473339040000184,3.2270192910521844,2264.4050775095875,946.6577594501007,981.1381488569144,0.0,0.0,0.0,1.0,1325.3598203528493,439.29969626356086,189.24166259513285,64.11266469260755,439.29969626356086,189.24166259513285
2461265.226900278,2026-08-12T17:25:35.0Z,-3864.8776084184647,16.49747945475019,16.54601782952279,275.4428234308374,3.473959252781249,3.227595520031275,2263.841683376308,946.6577592101643,981.1371723001733,0.0,0.0,0.0,1.0,1325.359819681012,439.22675301469394,189.1873065529529,64.10196582905473,439.22675301469394,189.1873065529529
2461265.226911852,2026-08-12T17:25:36.0Z,-3863.8776138424873,16.49435653494751,16.542904238823752,275.44547807197546,3.4745796908428503,3.2281719583146193,2263.2782777314783,946.6577589702036,981.1361957350477,0.0,0.0,0.0,1.0,1325.359819009107,439.15379538904983,189.13295225493093,64.09126544845597,439.15379538904983,189.13295225493093
2461265.226923426,2026-08-12T17:25:37.0Z,-3862.87761926651,16.491233628919602,16.539790665085473,275.4481326879888,3.4752003543026437,3.22874860601153,2262.714860621196,946.6577587302197,981.1352191615299,0.0,0.0,0.0,1.0,1325.359818337137,439.080823383986,189.07859970247435,64.08056355047017,439.080823383986,189.07859970247435
2461265.226935,2026-08-12T17:25:38.0Z,-3861.8776246905327,16.488110736674145,16.53667710831727,275.45078727889353,3.4758212432780904,3.2293254632311372,2262.151431975631,946.6577584902116,981.1342425797243,0.0,0.0,0.0,1.0,1325.359817665099,439.00783699689117,189.02424889701405,64.06986013476025,439.00783699689117,189.02424889701405
2461265.226946574,2026-08-12T17:25:39.0Z,-3860.8776301145554,16.484987858215714,16.53356356852535,275.45344184470855,3.4764423578873567,3.229902530083228,2261.58799185678,946.6577582501795,981.1332659895579,0.0,0.0,0.0,1.0,1325.359816992995,438.93483622508273,188.969899839928,64.05915520097889,438.93483622508273,188.969899839928
2461265.226958148,2026-08-12T17:25:40.0Z,-3859.877635538578,16.481864993551884,16.530450045718943,275.45609638544994,3.4770636982480894,3.2304798066771054,2261.0245402442442,946.6577580101243,981.132289391046,0.0,0.0,0.0,1.0,1325.3598163208246,438.86182106594833,188.91555253264661,64.04844874878867,438.86182106594833,188.91555253264661
2461265.2269697227,2026-08-12T17:25:41.0Z,-3858.8776007294655,16.478742017046567,16.527336414639645,275.4587510079346,3.4776852894904855,3.231057316360802,2260.4610544695215,946.6577577700352,981.1313127450784,0.0,0.0,0.0,1.0,1325.3598156485605,438.78878857833564,188.8612047901124,64.03774034700035,438.78878857833564,188.8612047901124
2461265.2269812967,2026-08-12T17:25:42.0Z,-3857.877606153488,16.475619179992986,16.524222925830355,275.4614054985784,3.478307081716948,3.231635012775322,2259.8975798642846,946.6577575299323,981.1303361298501,0.0,0.0,0.0,1.0,1325.3598149762572,438.71574463608334,188.80686098676702,64.02703085691205,438.71574463608334,188.80686098676702
2461265.2269928707,2026-08-12T17:25:43.0Z,-3856.877611577511,16.472496356752725,16.521109454030217,275.4640599642007,3.478929100049103,3.2322129192607343,2259.334093770529,946.6577572898055,981.129359506445,0.0,0.0,0.0,1.0,1325.3598143038873,438.64268629857725,188.7525189374525,64.01631984738938,438.64268629857725,188.7525189374525
2461265.2270044447,2026-08-12T17:25:44.0Z,-3855.8776170015335,16.46937354733332,16.517995999248416,275.46671440481776,3.4795513446049284,3.2327910359266507,2258.77059616136,946.6577570496548,981.1283828746132,0.0,0.0,0.0,1.0,1325.3598136314506,438.56961356320573,188.6981786436011,64.0056073180947,438.56961356320573,188.6981786436011
2461265.2270160187,2026-08-12T17:25:45.0Z,-3854.877622425556,16.46625075174129,16.514882561493128,275.4693688204467,3.4801738155026856,3.2333693628829443,2258.2070870727994,946.657756809481,981.1274062344953,0.0,0.0,0.0,1.0,1325.3598129589486,438.49652642733525,188.6438401066285,63.99489326868701,438.49652642733525,188.6438401066285
2461265.2270275927,2026-08-12T17:25:46.0Z,-3853.877627849579,16.463127969984097,16.511769140773456,275.47202321110376,3.4807965128605263,3.23394790023939,2257.643566491782,946.6577565692832,981.1264295861594,0.0,0.0,0.0,1.0,1325.3598122863793,438.42342488835277,188.58950332796698,63.984177698828546,438.42342488835277,188.58950332796698
2461265.2270391667,2026-08-12T17:25:47.0Z,-3852.8776332736015,16.46000520206645,16.508655737095754,275.4746775768076,3.481419436797241,3.234526648106352,2257.0800344172053,946.6577563290618,981.1254529294756,0.0,0.0,0.0,1.0,1325.3598116137446,438.35030894358255,188.53516830900156,63.973460608171976,438.35030894358255,188.53516830900156
2461265.2270507407,2026-08-12T17:25:48.0Z,-3851.877638697624,16.456882447995895,16.50554235046922,275.4773319175745,3.482042587431127,3.235105606593739,2256.5164908554857,946.6577560888161,981.1244762644254,0.0,0.0,0.0,1.0,1325.359810941042,438.277178590415,188.48083505116716,63.96274199637955,438.277178590415,188.48083505116716
2461265.227062315,2026-08-12T17:25:49.0Z,-3850.8776038885117,16.45375958214172,16.502428855641874,275.47998634021235,3.4826659899657426,3.2356847991177418,2255.9529131074833,946.6577558485378,981.1234995518298,0.0,0.0,0.0,1.0,1325.3598102682474,438.2040308830876,188.42650136999296,63.95202143177539,438.2040308830876,188.42650136999296
2461265.227073889,2026-08-12T17:25:50.0Z,-3849.8776093125343,16.450636855785447,16.499315503142864,275.4826406311557,3.483289594358954,3.236264179185078,2255.3893465378933,946.6577556082452,981.1225228702422,0.0,0.0,0.0,1.0,1325.3598095954133,438.1308717046477,188.37217163874556,63.94129977662658,438.1308717046477,188.37217163874556
2461265.2270854632,2026-08-12T17:25:51.0Z,-3848.877614736557,16.447514143295948,16.496202167719666,275.48529489721324,3.483913425805321,3.236843770203579,2254.825768469632,946.6577553679288,981.1215461803403,0.0,0.0,0.0,1.0,1325.3598089225122,438.05769810991666,188.31784367288685,63.93057659931873,438.05769810991666,188.31784367288685
2461265.2270970372,2026-08-12T17:25:52.0Z,-3847.8776201605797,16.44439144467971,16.493088849380417,275.48794913840214,3.4845374844236865,3.2374235722836584,2254.2621789263126,946.6577551275892,981.1205694822494,0.0,0.0,0.0,1.0,1325.3598082495462,437.9845100962624,188.26351747383578,63.91985189951042,437.9845100962624,188.26351747383578
2461265.2271086113,2026-08-12T17:25:53.0Z,-3846.8776255846024,16.441268759944297,16.48997554813434,275.49060335473865,3.4851617703327498,3.2380035855355978,2253.698577861828,946.6577548872258,981.1195927757541,0.0,0.0,0.0,1.0,1325.3598075765128,437.9113076610784,188.20919304303098,63.90912567686398,437.9113076610784,188.20919304303098
2461265.2271201853,2026-08-12T17:25:54.0Z,-3845.877631008625,16.438146089094385,16.48686226398777,275.4932575462414,3.485786283651876,3.2385838100702977,2253.13496532865,946.6577546468385,981.1186160610519,0.0,0.0,0.0,1.0,1325.3598069034142,437.8380908016916,188.15487038186137,63.898397931031695,437.8380908016916,188.15487038186137
2461265.2271317593,2026-08-12T17:25:55.0Z,-3844.8776364326477,16.435023432137335,16.483748996949725,275.4959117129268,3.4864110244999744,3.239164245998235,2252.571341294888,946.6577544064278,981.1176393380995,0.0,0.0,0.0,1.0,1325.3598062302497,437.7648595154913,188.10054949176296,63.887668661675065,437.7648595154913,188.10054949176296
2461265.2271433338,2026-08-12T17:25:56.0Z,-3843.877601623535,16.431900663445628,16.480635621772322,275.49856596159634,3.487036018145349,3.239744916795753,2252.007683077586,946.6577541659842,981.116662567591,0.0,0.0,0.0,1.0,1325.3598055569917,437.69161085263875,188.04622818875453,63.87693743668643,437.69161085263875,188.04622818875453
2461265.227154908,2026-08-12T17:25:57.0Z,-3842.877607047558,16.428778034295807,16.477522388977935,275.5012200786961,3.487661214417839,3.240325775850624,2251.444036059616,946.6577539255263,981.1156858280485,0.0,0.0,0.0,1.0,1325.3598048836946,437.6183507043754,187.99191084516093,63.86620511920016,437.6183507043754,187.99191084516093
